"year","month","date","close","high","low","open","volume"
"2022",Dec,"2022-12-01",1819.7,1826.3,1764.3,1768.7,9347
"2023",Feb,"2023-02-01",1828.9,1959.1,1808.1,1927.2,10398
"2023",Mar,"2023-03-01",1969.0,2003.9,1811.5,1827.1,104261
"2023",Apr,"2023-04-01",1990.1,2048.6,1950.0,1968.1,7282
"2023",May,"2023-05-01",1963.9,2072.0,1931.0,1980.1,215367
"2023",Jun,"2023-06-01",1921.1,1983.0,1892.5,1963.2,6383
"2023",Jul,"2023-07-01",1970.5,1978.4,1903.2,1917.9,220474
"2023",Aug,"2023-08-01",1938.2,1965.4,1884.0,1964.9,9086
"2023",Sep,"2023-09-01",1848.1,1950.0,1846.0,1950.0,19996
"2023",Nov,"2023-11-01",2038.1,2052.1,1932.6,1990.5,199965
"2023",Dec,"2023-12-01",2062.4,2130.2,1975.0,2038.3,8723
"2024",Jan,"2024-01-01",2048.4,2073.7,2002.6,2063.5,184500
"2024",Feb,"2024-02-01",2045.7,2064.5,1984.8,2040.2,10472
"2024",Mar,"2024-03-01",2217.4,2234.1,2041.8,2043.1,241903
"2024",Apr,"2024-04-01",2291.4,2429.0,2230.0,2235.7,8117
"2024",May,"2024-05-01",2322.9,2435.8,2277.6,2287.7,154217
"2024",Jun,"2024-06-01",2327.7,2385.1,2285.4,2322.6,7958
"2024",Jul,"2024-07-01",2426.5,2473.1,2321.7,2323.8,155434
"2024",Aug,"2024-08-01",2493.8,2527.3,2367.4,2446.7,12103
"2024",Oct,"2024-10-01",2738.3,2789.0,2602.5,2631.4,4495
"2024",Nov,"2024-11-01",2657.0,2756.0,2554.2,2745.5,307970
"2025",Jan,"2025-01-01",2812.5,2838.0,2617.3,2633.0,192980
"2025",Feb,"2025-02-01",2836.8,2957.9,2780.9,2818.2,46632
"2025",Mar,"2025-03-01",3122.8,3132.5,2863.4,2872.7,168341
"2025",Apr,"2025-04-01",3305.0,3485.6,2949.7,3129.7,38612
